id,title,author,text,label
918,Sesame Seeds for Knee Osteoarthritis,Michael Greger M.D. FACLM,"Sesame Seeds for Knee Osteoarthritis VN:F [1.9.22_1171] Close Transcript Transcript: Sesame Seeds for Knee Osteoarthritis 
Below is an approximation of this videos audio content. To see any graphs, charts, graphics, images, and quotes to which Dr. Greger may be referring, watch the above video. 
Ever since the 1920s, doctors have been injecting arthritis patients with gold. Evidently, gold-based medicines have been in use for thousands of years, and remarkably, are still in clinical use as so called disease-modifying antirheumatic drugsmeaning they can slow the progression of rheumatoid arthritis. 
Unfortunately, such drugs can be toxic, even fatal, causing conditions such as gold lung, a gold-induced lung disease. Although its use can be limited by the incidence of serious toxicity, injectable gold has been shown to be beneficial. But maybe, some researchers suspected, some of that benefit is the sesame oil thats injected, which is used as the liquid carrier for the gold. 
Sesame seeds contain anti...",1
919,How White Cops Interact with Blacks in Real Life,Andrew Anglin,"Andrew Anglin
 26, 2016
What Blacks think Black interactions with White cops look like:
What SJW feminists think Black interactions with White cops look like:
What I wish Black interactions with White cops looked like:
What Black interactions with White cops actually look like:
Black People Cops The Blacks 2016-10-26 Andrew Anglin",1
920,Pennsylvania Republican Pushing Ban on Private Gun Sales - Breitbart,AWR Hawkins,"Pennsylvania State Rep. Jamie Santora ( ) is pushing a ban on private gun sales nearly identical to the ones Michael   Moms Demand Action pushed in Washington state, Maine, and Nevada. [Santoras bill would bar the private sales that Americans have enjoyed since the Second Amendment was ratified in 1791 and would require that every sale be processed in front of an agent of the government via a background check.  This means that   Pennsylvanians selling a gun to a fellow hunter, lifelong   or childhood friend would have to seek out a Federal Firearms License (FFL) holder and the   buyer would have to pass a background check just as the Orlando Pulse attacker (June 12, 2016) the Aurora movie theater attacker (July 20, 2012) Gabby Giffords attacker (January 8, 2011) the Fort Hood attacker (November 5, 2009) and the Virginia Tech attacker (April 16, 2007) did. According to the Delaware County News Network, Santora says his attempt to expand the frequency of background checks is common sense.  He said, Wer...",0
921,"Review: In Warcraft, Orcs of a Different Domain, Fighting With Heart - The New York Times",Manohla Dargis,"Probably the best way to experience Warcraft, a generally amusing and sometimes visually arresting absurdity, is stoned. If watching the big screen through a cannabis cloud isnt your idea of a good movie time, though, I suggest that you do what I did and just go with the incoherent flow. You may not grasp who the   creatures with simian arms and woolly mammoth tusks are or why they seem permanently engorged with rage. But theres more to movies than narrative coherency, as anyone who has sampled the cinema of Michael Bay or certain art films well knows. There is in this movie, for starters, the visual appeal of those Blutoesque beings, lovingly fabricated and ornamented   creations who share their name with the creatures that J. R. R. Tolkien called orcs. Tolkien borrowed orc from the Old English, citing Beowulf, one of the many tales of blood lust and vengeance, heroes and monsters that are woven into the Warcraft DNA. The ruler here is King Llane (Dominic Cooper) a rather progressive monarch who f...",0
922,When Good People Share Bad Info  Heres Why You Need to Fact Check Before You Click Share,Activist Post,"By Claire Bernish Disinformation. Misinformation. Propaganda. Outright lies. Purposeful distractions. Misleading bias. All tools of the government and close ally, corporate media, to keep the... ",1
923,"For Those Who Have It All, Charitable Wedding Registries - The New York Times",Paul Sullivan,"Christopher and Deirdre Culver met four years ago in Newport, R. I. aboard his yacht, through mutual friends. Their courtship was rooted in their love of the sea and of sailing. One sign that they made a good couple was the experience they had sailing together on his yacht in a race. Hes very calm, Ms. Culver said. He thinks of it as a team effort. We win as a team, we lose as a team.  Both in their 50s and successful in their own careers, the Culvers felt they needed nothing in the way of gifts when they married two years ago at the American Yacht Club in Rye, N. Y. He is the chief executive of the Health Media Network, a technology company. She is a vice president at Brookside Mezzanine Partners, which provides financing to small and   companies. They decided to put just one item on their registry: a link to Sail to Prevail, a charity that teaches disabled children and adults to sail and in the process imparts life skills. The Culvers wedding ended up raising enough money to help the group build an...",0
924,"THIS IS IT: NYPD Just Raided Hillarys Property! What They Found Will RUIN HER LIFE "" USA Newsflash",Usa News Flash,"USA News Flash 1 Comment 
As you know, the NYPD confiscated Huma and Antony Weiners home devices as part of the investigation into Weiners sexting with underage girls. 
Well guess what& the cops didnt stop only with them. They also raider Hillarys property and guess what they found?! 
An NYPD source just claimed that within the emails on that device, Hillary and Bill are directly implicated ins a MASSIVE child sex/trafficking ring along with their friend, and convicted pedophile, Jeffrey Epstein. (See Below) 
According to the source, 
&Its much more vile and serious than classified material on Weiners device. The emails DETAIL the trips made by Weiner, Bill and Hillary on their pedophile billionaire friends plane, the Lolita Express. 
Were talking an international child enslavement and sex ring 
These claims were backed up by other NYPD sources as well: 
Jeff Epstein is a level-3 registered sex offender and the media ignores the fact hat Bill Clinton flew 26 times on Epsteins private Jet and...",1
925,Feinstein: Gorsuchs Originalist Doctrine Really Troubling - Originalism Would Have Allowed Segregation - Breitbart,Ian Hanchett,"During the Senate Judiciary Committees hearing on Supreme Court nominee Judge Neil Gorsuch on Monday, Ranking Member Senator Dianne Feinstein ( ) said she was troubled by Gorsuchs originalist judicial philosophy, and that if we were to dogmatically adhere to originalist interpretations, then we would still have segregated schools and bans on interracial marriage, women wouldnt be entitled to equal protection under the law, and government discrimination against LGBT Americans would be permitted.   Feinstein said, Judge Gorsuch has also stated that he believes judges should look to the original public meaning of the Constitution when they decide what a provision of the Constitution means. This is personal, but I find this originalist judicial philosophy to be really troubling. In essence, it means the judges and courts should evaluate our constitutional rights and privileges as they were understood in 1789. However, to do so, would not only ignored the intent of the framers, that the Constitution wou...",0
926,Confrontations Flare as Obamas Traveling Party Reaches China - The New York Times,Mark Landler,"HANGZHOU, China     Air Force One had a bumpy landing in Hangzhou on Saturday, but it was nothing compared with what happened after the plane rolled to a stop. As the reporters who traveled to the Group of 20 summit meeting with President Obama from Hawaii piled out and walked under the wing to record his arrival, we were abruptly met by a line of bright blue tape, held taut by security guards. In six years of covering the White House, I had never seen a foreign host prevent the news media from watching Mr. Obama disembark. When a White House staff member protested to a Chinese security official that this was not normal protocol, the official shouted, This is our country.  In another departure from protocol, there was no rolling staircase for Mr. Obama to descend in view of the television cameras. Instead, he emerged from a door in the belly of the plane that he usually uses only on   trips, like those to Afghanistan. Witnessing the scene, Susan E. Rice, the national security adviser, looked baffled and...",0
927,3 Reasons Why You Should Apply For A Job In The Trump Administration,Matt Forney,"With the election over and done with, America is turning its attention to the transition from President Obama to President Trump. In barely two months, the Donald will take office, ejecting the Democrats coterie of corrupt courtiers and beginning his mission to right Americas wrongs . But President Trump cant do it alone: he needs good, talented people to work under him and carry out the hard work of making America great again.
Thats where you come in.
The Trump administration is now soliciting people to apply for jobs for when the man himself takes office in January. We are officially calling on all ready and able Return Of Kings readers to submit their applications and take up any job offers. Heres why you should consider a job in President Trumps administration (beyond obvious reasons such as money and prestige)&
1. Itll help keep President Trump accountable 
While the media is lying about Trump reneging on his campaign promises, its still a good idea to give the man more reasons to keep his wor...",1
928,Police truncheon anyone calling for Orgreave inquiry,nan,"Police truncheon anyone calling for Orgreave inquiry 01-11-16 
PEOPLE contemplating an inquiry into the Battle Of Orgeave have been broken up by mounted police. 
South Yorkshire Police commander Roy Hobbs said: Some of those involved were wielding extremely dangerous opinions that we managed to beat out of them with big wooden sticks. 
I can reassure the public that none of our officers were physically hurt as the protestors were mostly old people due to the length of time theyve been waiting for justice. 
Over 100 officer statements were generated during the operation and will be made public just as soon as Ive got round to writing them. 
A formal confirmation of the decision will be published next week with a lengthy foreword to explain obscure historical terms such as mining industry and unions. 
Share:",1
929,And You Thought the Silver Market was Rigged!,The Doc,"And You Thought the Silver Market was Rigged! Posted on Home » Headlines » Finance News » And You Thought the Silver Market was Rigged! 
The great irony will not be lost on precious metals investors& 

From Dr. Jeffrey Lewis : 
We live in a world where the yield-starved and tech-savvy conspire in the basement of the underground and unaccounted. While the rise of Bitcoin and the explosion of alternative currencies may become the new scapegoat of behavioral finance, there is nothing quite like the reality of trickle down finance gone wrong. 
Recently, EU officials called for putting safeguards on Internet currency. 
The European Banking Authority called on the EU to develop safeguards for trading platforms. They were also called to start groups to oversee each Internet currency to ensure that no individual can manipulate the integrity of a particular virtual currency scheme and its key components. In the meantime, banks shouldnt buy, hold or sell virtual currencies. 
They stated: 
European Union banks shou...",1
930,UNSC Members Fail to Agree on New Zealand Draft Resolution on Aleppo,nan,"Get short URL 0 28 0 0 UN Security Council members have expressed differing views and failed to agree on New Zealand's draft resolution on Aleppo, the countrys ambassador to the United Nations Gerard van Bohemen said after a Security Council meeting. 
UNITED NATIONS (Sputnik)  New Zealand started working on a draft resolution on the Syrian city of Aleppo earlier this month after the French-Spanish and Russian draft resolutions were vetoed by the UN Security Council. © Sputnik/ Michael Alaeddin UN Failed to Carry Adequate Medical Evacuations in Aleppo - Churkin ""Earlier this week, we had the curious situation that one side of the debate said the key paragraph in our draft was not acceptable because it would stop all air attacks over Aleppo and the others said it was unacceptable because it would not. Both cannot be right. Yet for now, there is no prospect of navigating these mutually inconsistent positions,"" van Bohemen stated on Wednesday. 
Van Bohemen expressed regret that ""geopolitics are being put ahe...",1
931,Can You Hear Agnes Martins Serenity in John Zorns Frenzied Music? - The New York Times,Zachary Woolfe,"There could not, on first glance or listen, be two artists more different than John Zorn and Agnes Martin. Mr. Zorn, 63, a longtime fixture of downtown Manhattan, is known for composing frenzied, explosive music, riots of psychotically bright colors. Martin     who lived alone in the New Mexico desert for decades, died in 2004 at 92 and is currently the subject of a quietly majestic retrospective at the Guggenheim Museum     made paintings of serene subtlety. Mr. Zorn stated the obvious question as he walked on Monday morning around the Guggenheims rotunda, where a series of his   works will be played on Thursday and Friday evenings. Crazy John Zorn and Agnes Martin, the spiritual, the saint, he said. Where does it connect? In fact, the connections go back to Mr. Zorns teenage years in New York, when he first encountered Martins painting Red Bird, with faint lines in colored pencil on a   background, at the Museum of Modern Art. I was completely hypnotized by it, he said. Martin had by then gr...",0
932,MUST SEE! Welcome to the family. Why so many Hispanic-Americans are voting for Donald Trump,BareNakedIslam,"Notify me of follow-up comments by email. Notify me of new posts by email. PLEASE DONATE TO KEEP BARE NAKED ISLAM UP AND RUNNING. Choose DONATE for one-time donation or SUBSCRIBE for monthly donations Payment Options GET ALL NEW BNI POSTS/LINKS ON TWITTER Subscribe to Blog via Email 
Enter your email address to subscribe to this blog and receive notifications of new posts by email. Email Address CONTACT: barenakedislam@gmail.com Top Posts",1
933,"Iraqi Forces Enter Western Mosul, in Fierce Battle Against ISIS - The New York Times",Omar Al-Jawoshy and Sewell Chan,"BAGHDAD     Iraqi forces trying to reclaim Mosul penetrated the western part of the city on Tuesday, retaking a bridge and several public buildings during heavy clashes with the Islamic State militants, officials said. Civilians reported that the bombardment and gunfire were the heaviest since Feb. 19, the beginning of the operation to retake the western part of the city     the countrys   where roughly a million people are trapped and living in desperate conditions. Soldiers recaptured a branch of the central bank, an archaeological museum that jihadists ransacked after taking the city in 2014, and the Hurriya Bridge, which crosses the Tigris River in the center of the city, Brig. Gen. Yahya Rasool, a military spokesman, said by phone. We will never stop until we liberate Mosul entirely, he said. Lt. Gen. Raed Shakir Jawdat, the chief of the federal police, said that security forces had also retaken a government compound. A statement from the   coalition forces assisting the Iraqis gave a similar acc...",0
934,Europeans have no future - Putin on Migrant Crisis [Video],Inessa S (noreply@blogger.com),"

November 6th, 2016 - Fort Russ News - 
RT- Translated by  Inessa Sinchougova 



In a truly shocking twist, the Supreme Court of Austria has decided to acquit the Iraqi man, ""that may not have realised the 10-year-old Austrian boy did not want to be sexually abused by him."" Amir, 20, was visiting the Theresienbad pool in the Austrian capital of Vienna in December 2015, as part of a trip to encourage integration, when the incident occurred.  
Europe - if you can't stand up for your children, who will? Of course there is the fact that Western Europe has supported the US in their violent destruction of the Middle East over the past 20 years. Is it a guilty conscience that seems to appease the blatant criminal activity on behalf of some newcomers? Or are they Soros puppets implanted into the judicial system that are at work? 
Russia is a multicultural and multi-religious society, and has been for 1000 years. The law applies to everyone equally - whether you're a Crimean Tatar or a Slavic Russian - every Russ...",1
935,"In Rolling Stone Defamation Case, Magazine and Reporter Ordered to Pay $3 Million - The New York Times",Hawes Spencer and Ben Sisario,"CHARLOTTESVILLE, Va.     A federal jury on Monday ordered Rolling Stone and one of its writers to pay $3 million in damages to a University of Virginia administrator over a discredited article two years ago about a supposed gang rape at the university. The jury in Charlottesville, Va. had already decided on Friday, after a   trial, that Rolling Stone Wenner Media, its parent company and Sabrina Rubin Erdely, the author of the article, were all liable for defamation in a case that centered on faulty reporting and a failure to apply basic   in editing. After deliberating for less than two hours on Monday, the jury of eight women and two men decided that Ms. Erdely was liable for $2 million of the total, and Rolling Stone and Wenner Media for $1 million. In her suit, filed in May 2015, the administrator, Nicole P. Eramo, had asked for $7. 5 million in damages. The jury found that assertions made in the story, as well as public statements made after publication by Ms. Erdely and Rolling Stone, were made with ...",0
936,Hillary is Sick & Tired of Suffering from Weiner Backup,Captain Craptek, ,1
937,"Taiwan, Italy, Joe McKnight: Your Friday Evening Briefing - The New York Times",Karen Workman and Sandra Stevenson,"(Want to get this briefing by email? Heres the  .) Good evening. Heres the latest. 1.   Donald Trump spoke with the president of Taiwan, a striking break from decades of diplomatic practice that could cause a major rift with China. He was back in New York after Thursdays victory tour in Indiana and Ohio. Emotions are still raw from the campaign, evidenced during an angry debate between top strategists from the campaigns of Mr. Trump and Hillary Clinton. In Pennsylvania, Wisconsin and Michigan, Mr. Trumps supporters filed legal challenges to stop recount efforts. _____ 2. Mr. Trump will inherit an unusually strong economy, with the official unemployment rate, 4. 6 percent, at its lowest level in more than nine years. Employers added 178, 000 workers in November, clearing the way for the Federal Reserve to raise the benchmark interest rate. Housing prices are up, consumer confidence is high and the American economy grew by a healthy 3. 2 percent during the third quarter. But millions of workers continue ...",0
938,"Shiite militia says it is close to Tal Afar, which Turkey has warned is off limits",GPD,"Trump rape accuser skips press conference, citing threats 9 : GPD is our General Posting Department whereby we share posts from other sources along with general information with our readers. It is managed by our Editorial Board Shiite militia says it is close to Tal Afar, which Turkey has warned is off limits By GPD on November 4, 2016 By Rudaw ERBIL, Kurdistan Region  The Shiite-led Hashd al-Shaabi militia said Thursday that its forces are 15 kilometers from Tal Afar, a Turkmen town that Turkey has warned the militia to stay clear of. The Hashd al-Shaabi are continuously advancing and we are just 15 kilometers from Tal Afar and nearing the Mosul-Raqqa road, Karim Nuri, spokesperson of the Hashd al-Shaabi, told Rudaw. He said he hoped that in a few hours his forces will be in control of the Mosul-Raqqa road, a critical supply line for the two ISIS strongholds in Iraq and Syria. Nuri said the Iranian-backed Hashd had not received any air support from the coalition, which had from the outset opposed any...",1
940,Brother of Clintons Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll,# 1 NWO Hatr,"Free Thought Project  by Claire Bernish 
Tony Podesta  brother of the now-disgraced Hillary Clinton campaign chair John Podesta, whose files Wikileaks has been publishing  is not only a powerful Democratic Party lobbyist, but a registered foreign agent receiving a hefty monthly paycheck from the nefarious government of Saudi Arabia. 
No  as tinfoil-hat conspiracy theorist as it might sound  that scenario is the absolute truth. 
In 1988, John and Tony Podesta formed the Podesta Group and have used their bigwig party-insider status to lobby and influence government policies  while, at various times, simultaneously holding positions of power  which has created a number of glaring conflicts of interest. 
According to the March 2016 filing made in accordance with the Foreign Agents Registration Act of 1938, Tony Podesta is an active foreign agent of the Saudi government with the  Center for Studies and Media Affairs at the Saudi Royal Court , and acts as an officer of the Saudi Arabia account. 
At this...",1
941,We Must Fight Them: Trump Goes After Conservatives of Freedom Caucus - The New York Times,Glenn Thrush and Jonathan Martin,"WASHINGTON     President Trump launched a vengeful tirade against conservatives in his own party on Thursday in an attempt to   health care talks and show that he remains a force to be feared in the looming battles over the budget, a tax overhaul and infrastructure. In an early morning Twitter attack, Mr. Trump singled out members of the House Freedom Caucus, which scuttled his health care overhaul last week. The Freedom Caucus will hurt the entire Republican agenda if they dont get on the team,  fast, he wrote. We must fight them,  Dems, in 2018! He continued on Twitter throughout the day, naming individual members of the caucus, likening them to Democrats and urging other Republicans to fight them in the 2018 midterm elections if they do not back his agenda. But the Republican upstarts hardly cowered in the face of Mr. Trumps criticism. They struck back, some of them ridiculing the president, using his own taunting and confrontational social media style. Stockholm Syndrome? Representative Tom ...",0
942,"ISIS Kidnaps, Kills at Least 30 Civilians in Afghanistan",Jason Ditz,"Locals Say as Many as 42 May Have Been Killed in 'Revenge' Attack   26, 2016 Share This 
Underscoring the groups growing presence around Afghanistan, ISIS has launched a mass kidnapping and execution in Afghanistans Ghor Province today, rounding up and shooting dozens of civilians who were gathering firewood in the hills. 
The victims were nomads from the Kuchi group, and while it was initially thought the attack mightve been part of an ethnic conflict in the area over sheep ownership, it has since been attributed to ISIS, who officials say has a growing presence in the area and a bone to pick with the Kuchi. 
That the victims were nomads is making it hard to nail down exactly how many people were killed, with official reports saying it was at least 30, and locals saying as many as 42 were missing and presumed to have been killed in the attack. 
Ghor is far afield from the areas ISIS has been previously reported to have a major presence in Afghanistan. Early on they were claimed to be confined to the Na...",1
943,Holding Hillary Accountable,EdJenner,"Go to Article 
This weeks WikiLeaks dump provided further sordid details about the Clintons breathtaking corruptionsomething nobody reasonable has doubted for quite some time. As expected, the Clinton camps response is to dismiss, distort, diminish, dodge, and divert. They do so in easy reliance  ",1
944,BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY  TruthFeed,Amy Moreno,"BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY Breaking News By Amy Moreno November 3, 2016 
The Trump train is peaking at the perfect time. 
Donald Trump is leading in most polls, and gaining in key BLUE states, like Michigan, where he is within one point of Crooked Hillary. 
Clinton is plagued by endless scandals, lies, and two criminal investigations. 
The reopening of her email investigation after FBI officials discovered 650K emails on her top aides computer, and the FBI investigation into the scam Clinton Foundation. 
Today, Trump supporter Ted Cruz tweeted out a call for a special prosecutor to investigate the Clinton scandals. RT if you agree there needs to be a special prosecutor to investigate and prosecute the corruption of Hillary Clinton! 
 Ted Cruz (@tedcruz) November 3, 2016 This is a movement  we are the political OUTSIDERS fighting against the FAILED GLOBAL ESTABLISHMENT! Join the resistance...",1
945,"Spared by Gunman in Charleston, Churchgoer Describes Night of Terror - The New York Times",Alan Blinder and Kevin Sack,"CHARLESTON, S. C.     Polly Sheppard, a    retired nurse and longtime stalwart of Emanuel African Methodist Episcopal Church, dived under a table as the gunfire began and did the only thing she could think to do: She prayed aloud. She could see the bullet casings skittering across the floor of the fellowship hall and the young mans boots approaching. Dylann S. Roof told her to shut up, then asked menacingly if he had shot her yet. I said no, Ms. Sheppard testified on Wednesday, as the final witness in the guilt phase of Mr. Roofs federal trial on 33 counts, including hate crimes resulting in death. And he said, Im not going to. Im going to leave you to tell the story.  She did, in a panicked call to a 911 operator that night, and again on Wednesday, when she described the events to a courtroom crowded with family members of the nine parishioners Mr. Roof is accused of killing in a massacre on June 17, 2015. After Ms. Sheppard finished testifying, the prosecution rested, and Mr. Roofs defens...",0
946,War on Saturated Fats Has Harmed People in Poor Countries Who Shunned Traditional Fats Like Coconut Oil,Admin - Orissa,"War on Saturated Fats Has Harmed People in Poor Countries Who Shunned Traditional Fats Like Coconut Oil Making traditional coconut oil in Liberia. 
by Paul Fassa Health Impact News 
One of the most pervasive dangerous food myths has been the lipid hypothesis or theory of heart disease. It proclaims that eating foods containing saturated fats are the root cause of obesity and heart disease. It has prevailed for over a half-century and is only now beginning to deteriorate. 
It was originally created by University of Minnesota researcher Ancel Keys with his  Seven Countries Study that spawned the lipid theory of heart disease. This theory claims that saturated fats create cholesterol and cholesterol clogs arteries and induces heart disease and heart attacks. 
What followed was recommendations by the USDA to condemn saturated fats like the tropical oils, and recommend instead the new expeller-pressed polyunsatured seed oils developed after World War II from US cash crops like soy and corn, which are heavily ...",1
947,"Democrats, With Garland on Mind, Mobilize for Supreme Court Fight - The New York Times",Carl Hulse,"WASHINGTON     Senate Democrats have one particular judges name in mind as they await the identity of President Trumps Supreme Court nominee: Merrick B. Garland. Democrats and their allies remain furious that Senate Republicans refused to even consider Judge Garland, President Barack Obamas nominee to the high court, with 10 months remaining in Mr. Obamas second term. That deep resentment is certain to color their handling of Mr. Trumps choice just as it has contributed to their resistance to moving quickly on Mr. Trumps cabinet selections. All indications are that they see the forthcoming nomination as a chance to take a strong stand against the new president, since they still have the power to filibuster a Supreme Court choice     at least for now. I havent seen the names, said Senator Patrick J. Leahy, Democrat of Vermont and a veteran of multiple Supreme Court fights. But when they had a consensus person with Merrick Garland, every single Republican who raised their hand and solemnly swore ...",0
948,Comment on 4 of the Best Kinds of Milk That Arent Dairy by 4 of the Best Kinds of Milk That Arent Dairy  Collective Evolution | APG Editorial,4 of the Best Kinds of Milk That Arent Dairy  Collective Evolution | APG Editorial,"  Now, numerous studies have concluded that milk doesnt actually build bone and provide the same amount of calcium that we thought. A study published in the British Medical Journal , for example, followed more than 100,000 people in Sweden over periods of 20 to 30 years, with shocking results: The people who drank milk were more likely to die from heart disease and cancer. The women suffered more overall fractures and hip fractures as well. Different studies have also shown that higher dairy intake is linked to higher risks of prostate and ovarian cancer and can trigger type 1 diabetes. It is also linked to forms of acne, just to name a few effects. There is also the disturbing side of the dairy industry, where animals are abused to produce the milk we drink. A lot of dairy products are filled with the hormones that were given to female cows to keep them perpetually lactating so they produce an endless flow of milk. This doctor describes it perfectly when he says cows milk is for baby calfs, just like h...",1
949,"Harry Reid BLASTS Comey For Misconduct, Drops Bombshell: FBI Is Sitting On Russian-Trump Info",Michael Hayne,"  
The decision of FBI Director Comey to go public with a supposed bombshell investigation into new Hillary emails was welcomed by Trump as the mainstream media recklessly reported on this total dud of a controversy. It basically dominated the news cycle all day and probably will until we all cast out our vote next Tuesday (or November 28th if you support Trump.) 
But the politically motivated and reckless actions of Comey have many outraged, including Senate Democratic leader Harry Reid 
Senator Reid appeared with Clinton today to push back against the inappropriate, unprecedented, and puzzling move by FBI Director James Comey to suddenly go public with new emails. Roughly two months removed from retirement, Reid is waging an all-out war on Comey as he claims a disturbing double standard took place in the FBIs decision to publish this misleading announcement while essentially ignoring Trump. 
Reid pointed specifically to information the FBI allegedly has that ties Trump to Russia  information ...",1
950,"NATIONAL REVIEW, Conservatism Inc., Plan To Cave EVEN MORE On Immigration!",James Kirkpatrick, ,1
951,[WATCH] Thug Calls US Marine a Pussy  Barely Lives to Tell the Tale,The Conservative Millennial,"0 comments 
A video uploaded in 2013 called Marine vs. Thug is nearing five million views on YouTube. People just love seeing disrespectful bottom-feeders get whats coming to them, I suppose! 
While riding on the subway, a thug decided to attack a US Marine for no apparent reason. He quickly found out what a horrible idea that was, though. 
The thug left the subway with his life, but certainly not his pride& 
Watch:",1
952,Will the next US president be a psycho lesbian? (plus 2 breaking news videos),Admin,"By Tom Leonard with pictures and captions added by Lasha Darkmoon 
Hillary Clin­ton faced an up­set in her run for the White House two days ago af­ter the FBI an­nounced a fresh probe into her emails. In­ves­ti­ga­tors will examine new mes­sages to see whether she sent clas­si­fied in­for­ma­tion on a private server. Just ten days be­fore Amer­i­cans go to the polls, the Demo­crat candidates bid to be­come the first woman US pres­i­dent may be de­railed if it is de­cided she should face crim­i­nal charges. I AM INNOCENT! Recent Polls sug­gest Mrs Clinton will trounce Repub­li­can ri­val Don­ald Trump, who has been strug­gling to fight al­le­ga­tions about grop­ing women. But Mrs Clin­ton will now be forced on the de­fen­sive her­self in the fi­nal days of their vi­cious elec­tion bat­tle. FBI di­rec­tor James Comey had rec­om­mended ear­lier this year that the Department of Jus­tice not press charges over emails sent by Mrs Clin­ton when she was sec­re­tary of state un­der Barack Obama. But he said re­...",1
953,Critics See Efforts by Counties and Towns to Purge Minority Voters From Rolls - The New York Times,Michael Wines,"SPARTA, Ga.     When the deputy sheriffs patrol cruiser pulled up beside him as he walked down Broad Street at sunset last August, Martee Flournoy, a    black man, was both confused and rattled. He had reason: In this corner of rural Georgia,   are arrested at a rate far higher than that of whites. But the deputy had not come to arrest Mr. Flournoy. Rather, he had come to challenge Mr. Flournoys right to vote. The   Hancock County Board of Elections and Registration was systematically questioning the registrations of more than 180 black Sparta citizens     a fifth of the citys registered voters     by dispatching deputies with summonses commanding them to appear in person to prove their residence or lose their voting rights. When I read that letter, I was kind of nervous, Mr. Flournoy said in an interview. I didnt know what to do.  The boards aim, a lawsuit later claimed, was to give an edge to white candidates in Spartas municipal elections     and that November, a white mayoral candidate wo...",0
954,"Your Evening Briefing: Hillary Clinton, Donald Trump, Cultural Revolution - The New York Times",Andrea Kannapell and Sandra Stevenson,"(Want to get this briefing by email? Heres the  .) Good evening. Heres the latest. 1. The Supreme Court unanimously decided not to rule in a major case on contraception, averting a possible    deadlock. The suit, challenging rules of the Affordable Care Act, was sent back to lower courts for a compromise. Religious groups will buy insurance plans for their workers that do not cover contraception, and employees will be able to obtain that coverage from the same insurer. _____ 2. Doctors said this Massachusetts man was recovering well after undergoing the first penis transplant in the U. S. Thomas Manning, whose penis was amputated several years ago to remove a rare cancer, said he hoped his case would help reassure other men with genital injuries, especially veterans. Dont hide behind a rock, he said. _____ 3. Donald Trump outlined his strategy against Hillary Clinton. Just getting nasty wont work, he said, and could cost him womens votes. Instead, he told our political reporters, he will portray h...",0
956,Indiana Parents Lose Their Baby and 2 Years of Their Lives in Jail for Abuse They Say Never Happened,Admin - Orissa,"Indiana Parents Lose Their Baby and 2 Years of Their Lives in Jail for Abuse They Say Never Happened Laura Gellinger and Dylan Day with baby Jackson. Photo used with permission from the family. 
by Health Impact News/MedicalKidnap.com Staff 
An Indiana couple watches their mailbox with dread, waiting for the papers they hope will never come  papers saying that their young son has been adopted out. 
Laura Gellinger and Dylan Day havent seen their son in over 2 years, after they took their then 3 month old baby to the hospital for a minor injury and were subsequently accused of child abuse. They each spent 2 years in jail and are currently on probation after their son was found to have multiple fractures in various stages of healing. For some reason, the family alleges that they were not shown the x-rays. According to Lauras mother Jamie Gellinger: 
They didnt show us proof of anything! 
A family history of osteoporosis, on both sides, was ignored, and there was only minimal testing for any other possi...",1
957,The Rolling Stones Paint It Blue on Their New Album - The New York Times,Jon Pareles,"Beverly Hills, Calif.     More than five decades after they started, the Rolling Stones are a rock institution still running on intuition, impulse and chemistry. Blue  Lonesome, their new album, arrived as a happy accident     or, as Keith Richards said with his piratical cackle, as if wed been ordered to do it from some higher being.  It started as a break from their own material, then suddenly turned into a   throwback: the Stones returning to their   days as a   cover band, knocking out songs live in the studio and recording an entire album in three days. Blue  Lonesome is the first studio album the Stones have made since A Bigger Bang in 2005 its due for release on Dec. 2. Talking about it put smiles on band members faces in an   string of interviews last month at the Four Seasons Hotel in Beverly Hills, a few days after the bands jubilant set at the first weekend of the Desert Trip festival in Indio, Calif. This album, said the drummer, Charlie Watts, is what Ive always wanted the St...",0
958,Uber Extends an Olive Branch to Local Governments: Its Data - The New York Times,Mike Isaac,"The   company Uber and local governments often do not play well together. Uber pays little heed to regulation while city officials scramble to keep up with the companys rapid deployment and surging popularity. But now, with a new   product, Uber is offering a tiny olive branch to its municipal critics. The company on Sunday unveiled Movement, a   website it hopes will persuade city planners to consider Uber as part of urban development and transit systems in the future. The site, which Uber will invite planning agencies and researchers to visit in the coming weeks, will allow outsiders to study traffic patterns and speeds across cities using data collected by tens of thousands of Uber vehicles. Users can use Movement to compare average trip times across certain points in cities and see what effect something like a baseball game might have on traffic patterns. Eventually, the company plans to make Movement available to the general public. If urban planners embrace the data, that could work toward a future ...",0
